"EAN"|"CODE_ISP"
7800026457856|"F-14241"
743103563|"F-14242"
7800050001612|"F-14242"
9999985300179|"F-14242"
742713780|"F-14256"
7800063116396|"F-14256"
742717344|"F-14258"
7800063116402|"F-14258"
7800060051263|"F-1426"
7800007803733|"F-14262"
7810007803733|"F-14262"
742767821|"F-14267"
7800020037818|"F-14267"
7800020187612|"F-14267"
744202712|"F-14271"
7800007670595|"F-14271"
7800016000079|"F-14275"
740964620|"F-14280"
7800063330525|"F-14280"
7800061001236|"F-14284"
7800001001883|"F-14288"
740223842|"F-1431"
7800023226165|"F-1431"
742456971|"F-14315"
7800063111872|"F-14315"
22130339|"F-14316"
7800063311036|"F-14316"
7800038043481|"F-14331"
7800038043474|"F-14332"
8433042002527|"F-14333"
8436025480305|"F-14333"
8433042002572|"F-14334"
8436025480312|"F-14334"
7804636590118|"F-14336"
78011915|"F-14340"
744136334|"F-14340"
7794640170881|"F-14340"
7800026065099|"F-14353"
7800026065105|"F-14354"
7800007491152|"F-14358"
742911423|"F-14378"
7800063310848|"F-14378"
7800063000800|"F-14380"
7800001001869|"F-14398"
7800001001876|"F-14398"
7800001654010|"F-14400"
7800001001845|"F-14401"
7800001001852|"F-14401"
7800007788320|"F-14404"
7800007803801|"F-14411"
7800007712691|"F-14417"
7800060410176|"F-14420"
7800007554338|"F-14422"
7800063001647|"F-14422"
7800063617046|"F-14422"
7800060111264|"F-14423"
7800009001410|"F-14429"
7800055120158|"F-14429"
7800041040873|"F-14430"
743143094|"F-14431"
7800068010958|"F-14431"
7800068010965|"F-14431"
7800068011153|"F-14431"
326749874398|"F-1444"
7800063002057|"F-1444"
740009363|"F-14446"
7800018157016|"F-14446"
740857195|"F-14449"
7730698003504|"F-14449"
