"EAN"|"CODE_ISP"
7800026005392|"F-14456"
7800026013472|"F-14456"
7800026005415|"F-14457"
7800026013489|"F-14457"
7800018157016|"F-1446"
740909339|"F-14472"
7800050000967|"F-14472"
7800007695239|"F-14473"
7804918410622|"F-14480"
7800018600499|"F-14519"
7800060119406|"F-14527"
7800060129559|"F-14527"
7800063111599|"F-14545"
7800063111605|"F-14546"
22130347|"F-14547"
7800063311005|"F-14547"
7800063111902|"F-14548"
741890290|"F-14549"
7800007676443|"F-14549"
741889425|"F-14550"
7800058535379|"F-1457"
7896026304740|"F-1457"
740392923|"F-14579"
7804918410592|"F-14579"
7804918410608|"F-14580"
7795304018136|"F-1459"
7800058000242|"F-1459"
7800017063431|"F-14609"
7800058526094|"F-1461"
7800017063530|"F-14610"
7800018159089|"F-14618"
7800007759221|"F-14634"
7800007806208|"F-14634"
7804650880226|"F-14634"
7804620831807|"F-14646"
7804620830343|"F-14647"
7800026026687|"F-14651"
7800026005040|"F-14664"
741485635|"F-1467"
3664798018004|"F-1467"
7800058543206|"F-1467"
7800023000116|"F-14676"
7800062002157|"F-14685"
7800007746320|"F-14687"
7800063115405|"F-14687"
7804620830299|"F-14687"
7809591400939|"F-14689"
7809591401722|"F-14689"
7809591400922|"F-14690"
7809591401714|"F-14690"
7321831612198|"F-14692"
7897337715324|"F-14728"
7897337714839|"F-14729"
7897337715676|"F-14730"
7800086822601|"F-14737"
7800007667618|"F-14750"
7800018178752|"F-14751"
740022413|"F-14758"
7793640216100|"F-14758"
7793640992486|"F-14758"
7793640992523|"F-14758"
7800026010341|"F-14759"
7800026010365|"F-14760"
4800573052231|"F-14782"
744151564|"F-14785"
7795373015135|"F-14785"
7800009001472|"F-14795"
7800055001013|"F-14795"
7800009001465|"F-14796"
740300994|"F-1480"
7793640216520|"F-1480"
7793640216537|"F-1480"
7800007667021|"F-14803"
744691026|"F-14804"
7800007667298|"F-14804"
740298367|"F-1481"
7793640211242|"F-1481"
7793640211259|"F-1481"
7793640216520|"F-1481"
7793640992554|"F-1481"
7805750000675|"F-1481"
740506855|"F-1482"
7793640211464|"F-1482"
7805750000064|"F-1482"
7809605500068|"F-14822"
742103242|"F-14830"
7800007711458|"F-14830"
7730969301629|"F-14832"
7800026026663|"F-14834"
7800050301309|"F-14860"
7800007681287|"F-14861"
1626116855564|"F-14876"
1626116969766|"F-14877"
7800026012628|"F-14906"
7800026014097|"F-14906"
7809591400595|"F-1491"
740539732|"F-14910"
7800059002818|"F-14910"
7800097000401|"F-14910"
7800060127340|"F-14912"
7800007690005|"F-14915"
7800007752994|"F-14915"
741859901|"F-1492"
7809591401370|"F-1492"
7809591401387|"F-1492"
7800007695314|"F-14921"
7800059003440|"F-14930"
7800068030147|"F-14932"
7800068030901|"F-14939"
7800068030925|"F-14939"
7800050001070|"F-14940"
7800068030925|"F-14942"
741285843|"F-14949"
7803510000750|"F-14949"
743610276|"F-1495"
743610633|"F-1495"
7800028002597|"F-1495"
7800030078405|"F-14953"
7800068030130|"F-14955"
7896116863218|"F-14968"
7896116865472|"F-14968"
740939024|"F-14971"
7795347971139|"F-14971"
7795347971146|"F-14971"
7809531200216|"F-14971"
7800060035492|"F-14977"
7804614931537|"F-14985"
7800026029749|"F-15012"
7800041043782|"F-15023"
744007906|"F-15025"
7800034163343|"F-15025"
7800026016336|"F-15028"
7800026016329|"F-15029"
7800007746917|"F-15039"
7800007684622|"F-15040"
7800050302009|"F-15053"
741589649|"F-15055"
7800068015939|"F-15055"
7800055000764|"F-15065"
7800055000771|"F-15065"
741298727|"F-1507"
741298805|"F-1507"
7800018109480|"F-1507"
7800018175942|"F-1507"
7800050300401|"F-15073"
7809591400984|"F-15078"
742190580|"F-15079"
7800007804228|"F-15079"
7800007804235|"F-15080"
7800007804242|"F-15081"
7800026000960|"F-15085"
7896548134931|"F-15089"
741875911|"F-1509"
741875951|"F-1509"
7800018100593|"F-1509"
7800018117362|"F-1509"
7800018118925|"F-1509"
7800018128207|"F-1509"
7800018128214|"F-1509"
7896548134917|"F-15090"
7896226505466|"F-15095"
7800032002644|"F-15097"
741564007|"F-15098"
7800063000015|"F-15098"
7800007708748|"F-15110"
7800007692726|"F-15113"
7800026002841|"F-15118"
7804612010074|"F-15120"
741561970|"F-15121"
7800068031854|"F-15121"
7800068031878|"F-15121"
740377859|"F-15122"
7809599500358|"F-15122"
7800004004416|"F-1513"
7800018108537|"F-1513"
7800026007730|"F-15135"
740774774|"F-15151"
7800050300609|"F-15151"
7800063001654|"F-15154"
740145924|"F-15164"
7800063001654|"F-15164"
7800086726602|"F-15164"
740149618|"F-15166"
7800063001661|"F-15166"
7800063110899|"F-15166"
7805335081457|"F-15166"
740698945|"F-15168"
239857589347|"F-15168"
1595519426817|"F-15168"
7800063120188|"F-15168"
7800063120195|"F-15168"
7800007129390|"F-15169"
7800018156477|"F-15169"
742787840|"F-15175"
7800063311104|"F-15175"
7800063130286|"F-15178"
7800063003122|"F-15180"
7800060010314|"F-15186"
7800060117037|"F-15186"
7800063121000|"F-15189"
7800063330242|"F-15191"
7800063160023|"F-15197"
7800018600468|"F-15201"
7805335814604|"F-15201"
7800026028490|"F-15202"
7795320000054|"F-15205"
7805750004383|"F-15205"
7800004003297|"F-15211"
7800004003310|"F-15211"
7800004399567|"F-15211"
742745250|"F-15237"
7800018160542|"F-15237"
7800018188751|"F-15237"
740217207|"F-15238"
7800018188317|"F-15238"
7804620831227|"F-15238"
7896548197332|"F-15242"
744089913|"F-15251"
7800007711021|"F-15251"
7800007790149|"F-15251"
744091790|"F-15252"
7800007711298|"F-15252"
7809591402278|"F-15268"
7795373011038|"F-15276"
7795373013322|"F-15277"
7800007802279|"F-15283"
7800097001880|"F-15287"
7800007691163|"F-15296"
7800050001308|"F-15300"
7800050001162|"F-15314"
7800019000205|"F-15316"
7800026010945|"F-15321"
7800026010914|"F-15322"
7800007774101|"F-15328"
744521230|"F-15330"
7800007738301|"F-15330"
7800097001484|"F-15330"
7800026089743|"F-15345"
7809591400199|"F-15346"
7804602070101|"F-15347"
744478012|"F-15355"
7800004000418|"F-15355"
7800004002160|"F-15355"
740760170|"F-15360"
7800026007822|"F-15360"
7800026013137|"F-15360"
7896226505350|"F-15366"
741255784|"F-15373"
7800020083020|"F-15373"
7800026005989|"F-15373"
7800026007846|"F-15379"
7800026013106|"F-15380"
7800026013090|"F-15381"
7800026013120|"F-15384"
7800086802603|"F-15393"
740259238|"F-15396"
7804614930455|"F-15396"
7800028001262|"F-15400"
7800028001279|"F-15401"
7800028000777|"F-15406"
7800038040176|"F-15414"
7800068011023|"F-15417"
7707236671105|"F-15423"
740185992|"F-15424"
7800060119918|"F-15424"
7800060120099|"F-15424"
7800060156012|"F-15424"
740608467|"F-15430"
7800026758649|"F-15430"
1626118616649|"F-15433"
5413895024740|"F-15433"
7800068010187|"F-15444"
7800086805604|"F-15464"
742844244|"F-15478"
7800060120518|"F-15478"
7800060120686|"F-15478"
7730969304248|"F-15481"
743281668|"F-15485"
7800068010163|"F-15485"
7800029001445|"F-15493"
7800026025611|"F-15501"
742850826|"F-15504"
742851360|"F-15504"
7804918500088|"F-15504"
7804918500576|"F-15504"
7800060414082|"F-15506"
7800060414167|"F-15507"
7800028001293|"F-15509"
7800028001286|"F-15510"
7809604501202|"F-15514"
7809604501196|"F-15515"
7804918500064|"F-15516"
742737213|"F-15524"
7809605500099|"F-15524"
742904113|"F-15537"
7804918450406|"F-15537"
7800060120259|"F-15551"
7800060120334|"F-15551"
7804646030185|"F-15552"
7800007693617|"F-15561"
7800020163029|"F-15566"
7800018159546|"F-15574"
7800018159539|"F-15575"
742736368|"F-15577"
7804918500040|"F-15577"
7800059003044|"F-15588"
7800059003051|"F-15588"
7800097001514|"F-15588"
7800097001897|"F-15588"
7730698007960|"F-15597"
7730698007977|"F-15597"
7795345012827|"F-15597"
7795345012834|"F-15597"
741525356|"F-15598"
7795368055320|"F-15598"
7800018159300|"F-15610"
740427701|"F-15612"
7800070000046|"F-15612"
742848330|"F-15618"
7804918500088|"F-15618"
7804918500095|"F-15618"
7800020184284|"F-15621"
7809605500075|"F-15622"
7804612010197|"F-15624"
736085410624|"F-15625"
7800026009864|"F-15642"
7800026005064|"F-15647"
7804639010064|"F-15657"
7804639010071|"F-15657"
7800007806796|"F-15665"
7891058001223|"F-15681"
7800026007693|"F-15682"
7800050001223|"F-15685"
7800050002831|"F-15685"
740177517|"F-15691"
7800063112022|"F-15691"
7800063116600|"F-15692"
7800063116617|"F-15692"
7800060120846|"F-15693"
7800060120921|"F-15693"
7800060036970|"F-15694"
7800055880885|"F-15699"
7800018159386|"F-15702"
7800026014561|"F-15705"
7809604501219|"F-15716"
741088902|"F-15717"
7809604501226|"F-15717"
7800028001330|"F-15727"
7800028001347|"F-15728"
7800007709981|"F-15729"
7800060126886|"F-15732"
7800060152021|"F-15732"
743150029|"F-15735"
7800023000017|"F-15735"
7800057001776|"F-15735"
741911930|"F-15739"
300658040510|"F-15739"
7800048000016|"F-15739"
740491477|"F-15740"
7800007701817|"F-15740"
7800007749772|"F-15740"
7800063110745|"F-15745"
741325666|"F-1575"
7800020021015|"F-1575"
7795345120379|"F-15769"
7800060037274|"F-15780"
7800020082917|"F-15783"
7800046003842|"F-15783"
741261427|"F-15784"
7800020083020|"F-15784"
7894916500517|"F-15787"
7800050000035|"F-15790"
744749847|"F-15791"
7800023226479|"F-15791"
7800018000930|"F-15806"
740011149|"F-15807"
7800018157023|"F-15807"
736085413229|"F-15822"
7800028001354|"F-15836"
7730979095990|"F-15838"
7800070006017|"F-15838"
7800070006024|"F-15839"
7800097002412|"F-15855"
740632516|"F-15861"
7800060037007|"F-15861"
7800026002742|"F-15863"
7800026007747|"F-15863"
7800026002759|"F-15864"
7800026007754|"F-15864"
7800026002780|"F-15865"
7800026007778|"F-15865"
7800026007761|"F-15867"
7800026085127|"F-15867"
7809591400274|"F-15869"
7800059002597|"F-15886"
7800059003051|"F-15888"
7804612010296|"F-15899"
7795368054859|"F-15903"
77500403|"F-15904"
78026520|"F-15904"
78037830|"F-15904"
742725233|"F-15904"
742725381|"F-15904"
742728531|"F-15904"
7759307541824|"F-15904"
740153785|"F-15920"
7800060122116|"F-15920"
7800060140790|"F-15921"
7800060037199|"F-15929"
742901986|"F-15932"
7800007710802|"F-15932"
7896206405380|"F-15949"
744036354|"F-15952"
7800063310947|"F-15952"
7800063310954|"F-15952"
7800070006154|"F-15993"
7800070666154|"F-15993"
7793640215592|"F-16002"
7794640172953|"F-16026"
7800014000392|"F-16034"
7800020083075|"F-16037"
7800070001708|"F-16037"
742761669|"F-16038"
7800020083037|"F-16038"
7800070001760|"F-16038"
736085413250|"F-16044"
7800007177957|"F-16049"
7800063120263|"F-16049"
7800059003433|"F-16051"
7795373012288|"F-16076"
736085413168|"F-16082"
742944602|"F-16086"
7795373012912|"F-16086"
739968192|"F-16094"
7800026660089|"F-16094"
7800050001247|"F-16101"
7800060124752|"F-16104"
742765047|"F-16116"
7800020083068|"F-16116"
7800070001777|"F-16116"
744493302|"F-16129"
7800004507153|"F-16129"
7800004509447|"F-16129"
740747182|"F-16132"
7800026016060|"F-16132"
7800026146095|"F-16133"
7800055000887|"F-16134"
7800055000887|"F-16135"
7800026010860|"F-16138"
7800032002767|"F-16146"
7800032003764|"F-16146"
7800032002743|"F-16147"
7800032002750|"F-16148"
7800032002781|"F-16148"
743140503|"F-16151"
7800070007007|"F-16151"
740949023|"F-16160"
7800068010217|"F-16160"
7800018160702|"F-16164"
7800018161037|"F-16173"
7800018161013|"F-16174"
7803510003041|"F-16178"
7800018185231|"F-16183"
7800018185248|"F-16184"
740875503|"F-16187"
7800068010095|"F-16187"
7800068010439|"F-16187"
741493118|"F-16196"
7707236675882|"F-16196"
7800026009116|"F-162"
7800026012147|"F-162"
7800007712264|"F-16203"
7800018162249|"F-16208"
741627150|"F-16216"
7800018160436|"F-16216"
744815078|"F-16217"
7896116862655|"F-16217"
7800032002774|"F-16231"
7800032002859|"F-16231"
7800032002835|"F-16232"
7730698014777|"F-16244"
742732329|"F-16245"
7730698014784|"F-16245"
742785171|"F-16291"
7800018600277|"F-16291"
7804636590156|"F-16293"
7804636590163|"F-16294"
7800060121812|"F-16299"
7800060122031|"F-16299"
7800060129719|"F-16299"
7707236674274|"F-16363"
740489331|"F-16367"
7792183488647|"F-16396"
7800050002640|"F-16403"
7800046000797|"F-16408"
7800046000803|"F-16408"
7800026421741|"F-16414"
7706263001671|"F-16422"
7804606510481|"F-16440"
742899152|"F-16473"
7804918441268|"F-16473"
7804918500149|"F-16473"
7804918500927|"F-16474"
740311431|"F-16477"
7800029000301|"F-16477"
7800018160986|"F-16490"
7706263001718|"F-16503"
7706263001695|"F-16504"
744147375|"F-16522"
7800041048275|"F-16522"
742353196|"F-16537"
742355753|"F-16537"
7800007723543|"F-16537"
7800007723628|"F-16537"
7800007723703|"F-16537"
7800007724007|"F-16539"
7800020187841|"F-16541"
7800007725165|"F-16543"
7702195099199|"F-16559"
7804620833986|"F-16568"
7804918441268|"F-16573"
7800063330556|"F-16581"
7809591400045|"F-16614"
7795373015913|"F-16615"
7795373022126|"F-16622"
7804612010098|"F-16622"
7795345120782|"F-16630"
7804620832538|"F-16636"
7804620834594|"F-16636"
7800060121577|"F-16662"
741085998|"F-16672"
7809604500229|"F-16672"
7804612010418|"F-16674"
7800020162237|"F-16677"
7795312100090|"F-16679"
7800060122543|"F-16681"
7800068010422|"F-16683"
7800028002764|"F-16684"
740970195|"F-16689"
7501298213699|"F-16689"
7804620834556|"F-16699"
7804640560411|"F-16700"
740688971|"F-16706"
7804620832774|"F-16706"
7804620834570|"F-16706"
740899606|"F-16707"
740157381|"F-16712"
7800060122215|"F-16712"
744760025|"F-16713"
7861148020458|"F-16713"
740170724|"F-16720"
7804620833580|"F-16720"
7800018162584|"F-16724"
740692656|"F-16733"
7800050001315|"F-16733"
7800026190180|"F-16734"
7800026000991|"F-16735"
7800046001091|"F-16738"
740158099|"F-16743"
7800060122383|"F-16743"
7800059166107|"F-16747"
7800060130050|"F-16760"
7800060129986|"F-16761"
742434526|"F-16767"
7804620832811|"F-16767"
7800046001114|"F-16768"
7800018163000|"F-16772"
736085410693|"F-16775"
7800060146990|"F-16781"
740106560|"F-16784"
7800030075008|"F-16784"
7800060122468|"F-16794"
7897337710923|"F-16809"
7800029003708|"F-16811"
7800029003722|"F-16812"
7800026456781|"F-16816"
741482882|"F-16817"
7800068010477|"F-16817"
7800068010071|"F-16818"
7800068010026|"F-16819"
7800068010446|"F-16820"
741482780|"F-16821"
7800060128743|"F-16852"
7800060148420|"F-16853"
7800060148260|"F-16854"
7800060122895|"F-16855"
7800060148185|"F-16855"
7800060147102|"F-16868"
7800060147379|"F-16869"
7804620834105|"F-16872"
741028423|"F-16879"
7730698005676|"F-16879"
741912700|"F-16880"
7800068010798|"F-16880"
7800059162055|"F-16883"
742432254|"F-16895"
7800046001893|"F-16895"
7800046002883|"F-16895"
7800068010552|"F-16898"
8436024610277|"F-16900"
7800026457887|"F-16908"
7800026457894|"F-16908"
7501098606929|"F-16923"
7501098606943|"F-16924"
741606927|"F-16925"
7800068012266|"F-16925"
7800068012259|"F-16926"
7730979091947|"F-16929"
7804646030192|"F-16931"
7800068012389|"F-16943"
7800060125803|"F-16944"
7800060126022|"F-16945"
7800060125995|"F-16946"
7804606510221|"F-16948"
741642596|"F-16949"
7804606510214|"F-16949"
7804606510207|"F-16950"
7891317205720|"F-16952"
740535992|"F-16954"
7800063116631|"F-16954"
740478814|"F-16955"
7800046001299|"F-16955"
7800046004887|"F-16955"
7804620834945|"F-16965"
7795373010062|"F-16967"
7800068010781|"F-16974"
7800068010774|"F-16975"
1594396735605|"F-16987"
7800046002456|"F-16987"
1594396684869|"F-16988"
7800046002449|"F-16988"
7800046001190|"F-16989"
7800046002395|"F-16990"
740427006|"F-16992"
7800046002432|"F-16992"
740425573|"F-16993"
7800046002425|"F-16993"
740424668|"F-16994"
7800046002418|"F-16994"
740207606|"F-17006"
7800026001080|"F-17006"
7804620833504|"F-17019"
7501165006089|"F-17021"
7501165006072|"F-17022"
744763528|"F-17029"
7861148020465|"F-17029"
7007304|"F-1703"
22130322|"F-1703"
7800063360010|"F-1703"
742850862|"F-17034"
7804918500354|"F-17034"
7800028005048|"F-17040"
744725540|"F-17043"
7800008110182|"F-17047"
7800046001213|"F-17060"
7800046001220|"F-17060"
744768771|"F-17061"
7800007744623|"F-17072"
7800007744708|"F-17072"
7809591401790|"F-17085"
740977672|"F-17090"
7804620832835|"F-17090"
740754938|"F-17099"
7804918500255|"F-17099"
740755362|"F-17100"
7804918500262|"F-17100"
7800028001798|"F-17102"
7891317003616|"F-17103"
7800008011588|"F-17105"
7798122340090|"F-17122"
7809591400311|"F-17122"
7800059002788|"F-17125"
740918214|"F-17130"
7800046001343|"F-17130"
7800060124080|"F-17134"
7800007747211|"F-17137"
7800028002412|"F-17175"
1626110859635|"F-17179"
7793640991762|"F-17179"
744718246|"F-17182"
7321831691612|"F-17182"
744717286|"F-17183"
7321831691629|"F-17183"
740496716|"F-17203"
1586891199765|"F-17203"
3664798040678|"F-17203"
7800058608813|"F-17203"
7800029003906|"F-17208"
7800029003913|"F-17208"
7800029003920|"F-17209"
7800032003573|"F-1721"
7800032003665|"F-1721"
744548201|"F-17214"
7804620832972|"F-17214"
741615931|"F-17224"
7800028001842|"F-17224"
740180317|"F-17235"
7804620834105|"F-17235"
7800029002886|"F-1725"
7800007806901|"F-17253"
7800063000404|"F-17253"
7800097001415|"F-17253"
7800063000404|"F-17253-18"
741092713|"F-17257"
7804628610008|"F-17257"
741091578|"F-17258"
7804628610015|"F-17258"
7804646030338|"F-17259"
7800029002893|"F-1726"
7804646030048|"F-17260"
4048846002303|"F-17265"
740542877|"F-17269"
740545801|"F-17269"
7793640216377|"F-17269"
7793640216391|"F-17269"
7793640234340|"F-17269"
7793640234357|"F-17269"
7800029002879|"F-1727"
741543786|"F-17273"
5000158068438|"F-17273"
96079652|"F-17274"
741539965|"F-17274"
5000158068421|"F-17274"
5000158069701|"F-17274"
7800029003937|"F-17279"
7800029003944|"F-17279"
7800029002909|"F-1728"
7800029002862|"F-1729"
7800026254875|"F-17304"
744135687|"F-17313"
7800063000121|"F-17313"
7800063325163|"F-17313"
744450831|"F-17329"
7800028001859|"F-17329"
7730979090926|"F-17338"
7897930761919|"F-17339"
741546993|"F-17341"
5000158067738|"F-17341"
5000158069060|"F-17341"
7800007773722|"F-17342"
7804620831456|"F-17342"
7800026024539|"F-1735"
7804918441282|"F-17354"
7891721023996|"F-17358"
741956469|"F-17359"
7800059001033|"F-17359"
7800026245873|"F-17360"
7321831681507|"F-17368"
740356306|"F-17375"
740356390|"F-17375"
7800028001873|"F-17375"
7800028001880|"F-17375"
7800060039643|"F-17376"
7460536557417|"F-17377"
7800060127265|"F-17382"
7800060147539|"F-17382"
744694774|"F-17383"
7800060147614|"F-17383"
7800060147881|"F-17384"
7730979091046|"F-17393"
7730698004211|"F-17398"
7730969303715|"F-17398"
7800026245781|"F-17408"
7800028601370|"F-17409"
7800028002887|"F-17410"
4030729002302|"F-17422"
4030729002319|"F-17423"
4030729002326|"F-17424"
740566959|"F-17425"
7800028001996|"F-17425"
7501287629104|"F-17429"
7800060124240|"F-17442"
7800060415133|"F-17445"
1608298170128|"F-17448"
4048846008718|"F-17448"
7800060124677|"F-17453"
7804623852106|"F-17463"
7891010979829|"F-17464"
7792183488814|"F-17477"
7800007801722|"F-17498"
7800060124400|"F-17500"
7800060153776|"F-17500"
7800007753458|"F-17504"
743732507|"F-17512"
7800026124598|"F-17512"
742099296|"F-17515"
7800007409911|"F-17515"
742693688|"F-17522"
7800001003900|"F-17522"
7800025056098|"F-17522"
742690944|"F-17523"
7800001003894|"F-17523"
7800025073217|"F-17523"
7501098609814|"F-17524"
741940697|"F-17530"
7501298215228|"F-17530"
7800017012651|"F-17530"
742095453|"F-17536"
7800007753618|"F-17536"
744812212|"F-17537"
7809591401806|"F-17537"
7804620834792|"F-17538"
7800097002252|"F-17542"
7800055000955|"F-17545"
7804612010616|"F-17552"
741976230|"F-17556"
7804614931193|"F-17556"
7800050001452|"F-17564"
7804612010654|"F-17565"
7800007791115|"F-17571"
7800007778956|"F-17582"
7800063115856|"F-17605"
741311699|"F-17609"
7800028071579|"F-17609"
741958724|"F-17616"
7841141002699|"F-17616"
7841141002712|"F-17617"
780000400449|"F-17618"
7800026001394|"F-17620"
300651431308|"F-17624"
7896548198773|"F-17624"
744631213|"F-17629"
7800046001701|"F-17629"
7730979091718|"F-17637"
7800018165936|"F-17658"
7804614931018|"F-17666"
741108130|"F-17668"
7800007757876|"F-17668"
7800020187834|"F-17673"
7800026005385|"F-17676"
7800026029688|"F-17676"
5060292652122|"F-17679"
3499320005005|"F-17682"
7798092890212|"F-17687"
740045372|"F-17690"
7795373013087|"F-17690"
4048846010285|"F-17708"
7800008110281|"F-17717"
7809591401233|"F-17720"
740117837|"F-17721"
7804614931223|"F-17721"
740612418|"F-17724"
7756597000024|"F-17724"
7800067000318|"F-17724"
7800001003931|"F-17725"
7804636590088|"F-1774"
7804636590309|"F-1774"
7800026425893|"F-17745"
7800026425886|"F-17746"
740902738|"F-17750"
7804614931216|"F-17750"
744620181|"F-17752"
7800046001848|"F-17752"
7800026030103|"F-17753"
741282518|"F-17762"
7804614931247|"F-17762"
740999131|"F-17767"
7800026789452|"F-17767"
7800026789445|"F-17768"
7896548199404|"F-17777"
7730698012285|"F-17786"
7795345000343|"F-17786"
740556501|"F-17787"
7800007804327|"F-17787"
742841926|"F-17793"
7800028002160|"F-17793"
7800028002122|"F-17799"
741597624|"F-17800"
7800026006610|"F-17800"
740464970|"F-17816"
7798021292070|"F-17816"
7795304085701|"F-1782"
7805256000162|"F-17821"
7730979091756|"F-17826"
7795304085695|"F-1783"
3596540210018|"F-17838"
7800028002290|"F-17841"
740012942|"F-17842"
7800063311234|"F-17842"
740956575|"F-17847"
740957604|"F-17847"
740959091|"F-17847"
740960736|"F-17847"
740961056|"F-17847"
7804614931469|"F-17847"
7804614931568|"F-17847"
7804614931629|"F-17847"
7804614931643|"F-17847"
7804614931711|"F-17847"
740949871|"F-17848"
740950134|"F-17848"
740952148|"F-17848"
740953332|"F-17848"
740954105|"F-17848"
7804614931421|"F-17848"
7804614931438|"F-17848"
7804614931445|"F-17848"
7804614931605|"F-17848"
7804614931728|"F-17848"
7795305963602|"F-17852"
740553003|"F-17855"
7800007804198|"F-17855"
7804636190103|"F-17855"
7800039200548|"F-1787"
742460237|"F-17877"
7795368002553|"F-17877"
744149041|"F-17879"
7800063480022|"F-17879"
7795373013773|"F-17880"
7795373013780|"F-17880"
7795373013797|"F-17881"
22130088|"F-17882"
736085413274|"F-17893"
7800001004044|"F-17895"
743417881|"F-17897"
7804900000299|"F-17897"
7804900000305|"F-17897"
7804900800264|"F-17897"
7804900800271|"F-17897"
7800060142060|"F-17898"
7800060142145|"F-17898"
7800063311241|"F-17911"
7795368000597|"F-17918"
7800060125315|"F-17919"
7800020167218|"F-17930"
7800007766007|"F-17936"
7809591401257|"F-17946"
741567492|"F-17951"
7800026698723|"F-17953"
4048846003300|"F-17962"
4048846003072|"F-17968"
4048846003317|"F-17969"
7809591401240|"F-17976"
8470006601525|"F-17977"
7896548138489|"F-1798"
7800059148103|"F-17981"
7800078000543|"F-17985"
743652882|"F-17986"
7800030078504|"F-17986"
7800026123515|"F-17990"
740616489|"F-17991"
7800026123577|"F-17991"
5000158103689|"F-17994"
7800026897201|"F-18006"
7800026897218|"F-18007"
741190972|"F-18017"
7809591401646|"F-18017"
7800078000550|"F-18024"
740612709|"F-18025"
7800026123584|"F-18025"
740017190|"F-18033"
7800026547861|"F-18033"
7800068014147|"F-1804"
7792183020205|"F-18045"
7805256000148|"F-18052"
7804614931827|"F-18055"
744632827|"F-18057"
7800046002494|"F-18057"
7800007762368|"F-18066"
741853776|"F-18098"
7800007770707|"F-18098"
7800026121238|"F-18101"
7800007770974|"F-18106"
7800059003792|"F-18112"
7800030078207|"F-18114"
7800030078108|"F-18115"
7800038000095|"F-18118"
7800038041424|"F-18118"
7800038041425|"F-18118"
7795373000940|"F-18125"
7809591401684|"F-18133"
7800007771278|"F-18139"
741931304|"F-18140"
7800007771353|"F-18140"
740065355|"F-18141"
7804629440048|"F-18141"
22130152|"F-18144"
7800063325248|"F-18144"
7800059002771|"F-18149"
7800059002757|"F-18150"
7800097002498|"F-18150"
7800007783288|"F-18158"
7841141002736|"F-18164"
741959513|"F-18165"
7841141002750|"F-18165"
741959501|"F-18166"
7841141002774|"F-18166"
741434178|"F-18177"
7800026654873|"F-18180"
7804667110279|"F-18186"
740016557|"F-18192"
7804629440079|"F-18192"
7809591402285|"F-18195"
744127050|"F-18198"
7804629440000|"F-18198"
7795320051261|"F-18201"
7800026214787|"F-18218"
7800046002296|"F-18221"
741891884|"F-18226"
7800007771513|"F-18226"
7800007802439|"F-18226"
7800007767837|"F-18229"
7804620831869|"F-18238"
744153663|"F-18239"
7804620831876|"F-18239"
7804918400531|"F-18242"
7804918500538|"F-18242"
7804612010913|"F-18250"
7800046002180|"F-18277"
7800007143037|"F-18278"
7800026004470|"F-1828"
7800026029893|"F-1828"
742079751|"F-18287"
7809591401691|"F-18287"
743989977|"F-18293"
743988064|"F-18294"
741348007|"F-18298"
7800008150157|"F-18298"
7809591401622|"F-18299"
7800004413003|"F-1830"
7804629440055|"F-18307"
7800026265475|"F-18317"
7804620834587|"F-1832"
7804620834587|"F-1832-19"
7800059001569|"F-18321"
7795373014046|"F-18325"
7804612010241|"F-18325"
743089292|"F-18327"
7804614931759|"F-18327"
4048846003782|"F-18329"
7804918500736|"F-18331"
8903726192337|"F-18331"
742340742|"F-18332"
7804918441251|"F-18332"
7804918500279|"F-18332"
741394105|"F-18333"
7795373012462|"F-18333"
741397043|"F-18334"
7795373012493|"F-18334"
742346294|"F-18337"
7804918500514|"F-18337"
742343629|"F-18339"
7804918500507|"F-18339"
7800059001552|"F-18341"
741636557|"F-18346"
7800031001259|"F-18346"
7501298223889|"F-18347"
7800031001266|"F-18347"
7800041047438|"F-18349"
7800046002883|"F-18353"
7800029002824|"F-18358"
7800029002831|"F-18358"
7800026056783|"F-18359"
7800063001944|"F-1837"
7800063111179|"F-1837"
740974612|"F-18371"
7800046001169|"F-18371"
7501098607575|"F-18372"
7501098607599|"F-18373"
7800026009987|"F-1838"
741883137|"F-18406"
741883219|"F-18406"
7800007775696|"F-18406"
7800007787941|"F-18406"
7800007802446|"F-18406"
7804620831517|"F-18420"
7792183488852|"F-18423"
7792183489149|"F-18423"
7792183488845|"F-18424"
744636351|"F-18444"
7804614931513|"F-18444"
742193674|"F-18446"
7804614931926|"F-18446"
742188737|"F-18447"
7804614931919|"F-18447"
7804620833467|"F-18450"
7804620833474|"F-18450"
7800046001176|"F-18452"
7804614930851|"F-18455"
7804620832446|"F-18459"
7804620835300|"F-18459"
4048846003508|"F-18462"
4048846003478|"F-18463"
7792183488968|"F-18465"
7800026547816|"F-18468"
7800026598726|"F-18472"
741579820|"F-18484"
7702418005075|"F-18484"
7702418005082|"F-18484"
7800041046400|"F-18491"
7804620831845|"F-18500"
7804620833313|"F-18501"
7800042000159|"F-18512"
7800026211021|"F-18515"
740556172|"F-18528"
7800060126961|"F-18536"
7800060127012|"F-18537"
7460536557417|"F-18546"
7730698012131|"F-18546"
7730698129013|"F-18546"
743974886|"F-18548"
7800063325262|"F-18548"
7804620831760|"F-18552"
742198967|"F-18567"
7800063120669|"F-18567"
7800059001613|"F-18571"
7800059001620|"F-18571"
7800059003945|"F-18571"
7703281001812|"F-18584"
7800059003945|"F-18584"
7800018163680|"F-18586"
