4001895928673|600105
4001895928710|600105
4001895928765|600105
7803185213876|600105
7803185214704|600105
7803185215855|600105
7803185216265|600105
7803185216432|600105
7803185217019|600105
7803185217026|600105
7803185218955|600105
7803185219631|600105
7803185219648|600105
7803185220675|600105
7803185220705|600105
7803185220835|600105
7803185220903|600105
7803185220910|600105
7803185221221|600105
7803185221269|600105
7803185221726|600105
7805070972348|600105
7807531503153|600105
7807531503580|600105
7807531503702|600105
8470001597618|600105
8711428065411|600105
8711428065510|600105
7803185216203|600123
7803185216678|600123
7803185216685|600123
7803185216692|600123
7803185217422|600123
7803185217460|600123
7803185217477|600123
7803185217484|600123
7803185220712|600123
7803185221030|600123
7803185221634|600123
7807531500015|600123
7807531503399|600123
7807531503405|600123
7807531503412|600123
7807531503429|600123
7807531503436|600123
7807531503443|600123
7807531503566|600123
7807531503573|600123
7807531504518|600123
100253015|600002
739968192|600002
740017190|600002
740207606|600002
740267406|600002
740406788|600002
740409343|600002
740467966|600002
740608467|600002
740612709|600002
740616284|600002
740616489|600002
740619105|600002
740744878|600002
740747182|600002
740748167|600002
740760170|600002
740761139|600002
740963715|600002
740966925|600002
740999131|600002
741255784|600002
741256266|600002
741342088|600002
741344598|600002
741386127|600002
741597624|600002
742318045|600002
742318476|600002
742604454|600002
742721562|600002
743119455|600002
743124685|600002
743521739|600002
743720160|600002
743728147|600002
743730426|600002
743732507|600002
743873478|600002
743875237|600002
744019816|600002
744053602|600002
744076683|600002
744078858|600002
744159915|600002
744218256|600002
744433652|600002
744704387|600002
744725540|600002
3352712002182|600002
3352712006182|600002
3582186002018|600002
3582186006702|600002
4051892002296|600002
5000158066762|600002
5000158067738|600002
5000158068421|600002
5000158068438|600002
5000158069060|600002
5000158069633|600002
5000158069701|600002
5021791708161|600002
5099864006094|600002
5099864006162|600002
5099864007190|600002
5099864016604|600002
5690528506013|600002
7000026111124|600002
7330934081008|600002
7350012550165|600002
7350012551292|600002
7350012551339|600002
7350012552596|600002
7501033956690|600002
7501033956706|600002
7501033956713|600002
7501033956768|600002
7501033956782|600002
7501033957864|600002
7501033958434|600002
7501033958441|600002
7501033959301|600002
7501033959332|600002
7501033961120|600002
7501033962554|600002
7501033962561|600002
7702870010495|600002
7703186031303|600002
7790440382622|600002
7790440712627|600002
7795343013529|600002
7795990001337|600002
7800004003488|600002
7800004003495|600002
7800004003518|600002
7800009000277|600002
7800009000611|600002
7800009000628|600002
7800009001229|600002
7800009001410|600002
7800009001441|600002
7800009001458|600002
7800009001465|600002
7800009001472|600002
7800009001663|600002
7800009001762|600002
7800009003001|600002
7800009004503|600002
7800009745246|600002
7800009745253|600002
7800009745383|600002
7800009745390|600002
7800009745406|600002
7800009910644|600002
7800009910651|600002
7800009910705|600002
7800009967983|600002
7800018128191|600002
7800020026614|600002
7800026000960|600002
7800026000991|600002
7800026001080|600002
7800026001257|600002
7800026001295|600002
7800026001394|600002
7800026001622|600002
7800026001639|600002
7800026001769|600002
7800026002063|600002
7800026002117|600002
7800026002261|600002
7800026002346|600002
7800026002421|600002
7800026002438|600002
7800026002445|600002
7800026002513|600002
7800026002520|600002
7800026002537|600002
7800026002544|600002
7800026002599|600002
7800026002742|600002
7800026002759|600002
7800026002780|600002
7800026002841|600002
7800026002926|600002
7800026003176|600002
7800026003190|600002
7800026003237|600002
7800026003268|600002
7800026003275|600002
7800026003732|600002
7800026003886|600002
7800026004050|600002
7800026004111|600002
7800026004128|600002
7800026004371|600002
7800026004418|600002
7800026004463|600002
7800026004470|600002
7800026004616|600002
7800026004692|600002
7800026004791|600002
7800026004968|600002
7800026005026|600002
7800026005033|600002
7800026005040|600002
7800026005064|600002
7800026005125|600002
7800026005132|600002
7800026005248|600002
7800026005255|600002
7800026005262|600002
7800026005286|600002
7800026005293|600002
7800026005385|600002
7800026005392|600002
7800026005415|600002
7800026005439|600002
7800026005446|600002
7800026005453|600002
7800026005460|600002
7800026005477|600002
7800026005521|600002
7800026005576|600002
7800026005699|600002
7800026005767|600002
7800026005774|600002
7800026005798|600002
7800026005835|600002
7800026005897|600002
7800026005989|600002
7800026005996|600002
7800026006191|600002
7800026006290|600002
7800026006511|600002
7800026006610|600002
7800026006658|600002
7800026006665|600002
7800026006672|600002
7800026006740|600002
7800026006818|600002
7800026006825|600002
7800026006832|600002
7800026006887|600002
7800026006962|600002
7800026006979|600002
7800026006993|600002
7800026007129|600002
7800026007228|600002
7800026007464|600002
7800026007662|600002
7800026007679|600002
7800026007693|600002
7800026007716|600002
7800026007723|600002
7800026007730|600002
7800026007747|600002
7800026007754|600002
7800026007761|600002
7800026007778|600002
7800026007785|600002
7800026007792|600002
7800026007822|600002
7800026007839|600002
7800026007846|600002
7800026007853|600002
7800026007860|600002
7800026008065|600002
7800026008072|600002
7800026008089|600002
7800026008812|600002
7800026009116|600002
7800026009130|600002
7800026009178|600002
7800026009192|600002
7800026009222|600002
7800026009246|600002
7800026009529|600002
7800026009604|600002
7800026009741|600002
7800026009758|600002
7800026009802|600002
7800026009826|600002
7800026009840|600002
7800026009864|600002
7800026009970|600002
7800026009987|600002
7800026009994|600002
7800026010006|600002
7800026010044|600002
7800026010341|600002
7800026010365|600002
7800026010860|600002
7800026010877|600002
7800026010884|600002
7800026010891|600002
7800026010914|600002
7800026010945|600002
7800026011669|600002
7800026011676|600002
7800026011768|600002
7800026011805|600002
7800026011836|600002
7800026011850|600002
7800026012000|600002
7800026012086|600002
7800026012147|600002
7800026012567|600002
7800026012628|600002
7800026012710|600002
7800026012949|600002
7800026013021|600002
7800026013090|600002
7800026013106|600002
7800026013113|600002
7800026013120|600002
7800026013137|600002
7800026013311|600002
7800026013359|600002
7800026013472|600002
7800026013489|600002
7800026014097|600002
7800026014547|600002
7800026014561|600002
7800026015025|600002
7800026015162|600002
7800026015223|600002
7800026015261|600002
7800026015278|600002
7800026015469|600002
7800026015483|600002
7800026015551|600002
7800026015582|600002
7800026015650|600002
7800026015698|600002
7800026016053|600002
7800026016060|600002
7800026016107|600002
7800026016183|600002
7800026016190|600002
7800026016213|600002
7800026016329|600002
7800026016336|600002
7800026016459|600002
7800026016558|600002
7800026017319|600002
7800026017364|600002
7800026017388|600002
7800026017616|600002
7800026017715|600002
7800026017722|600002
7800026017739|600002
7800026019184|600002
7800026019894|600002
7800026020104|600002
7800026020111|600002
7800026020173|600002
7800026020364|600002
7800026020470|600002
7800026020647|600002
7800026020654|600002
7800026020658|600002
7800026020920|600002
7800026020951|600002
7800026021125|600002
7800026021132|600002
7800026021293|600002
7800026021309|600002
7800026021644|600002
7800026024416|600002
7800026024485|600002
7800026024539|600002
7800026024560|600002
7800026024942|600002
7800026024966|600002
7800026024973|600002
7800026025062|600002
7800026025079|600002
7800026025383|600002
7800026025499|600002
7800026025505|600002
7800026025529|600002
7800026025536|600002
7800026025543|600002
7800026025611|600002
7800026025697|600002
7800026026052|600002
7800026026106|600002
7800026026465|600002
7800026026588|600002
7800026026595|600002
7800026026625|600002
7800026026632|600002
7800026026649|600002
7800026026663|600002
7800026026687|600002
7800026028216|600002
7800026028223|600002
7800026028230|600002
7800026028346|600002
7800026028377|600002
7800026028490|600002
7800026028834|600002
7800026028841|600002
7800026029022|600002
7800026029060|600002
7800026029114|600002
7800026029176|600002
7800026029350|600002
7800026029398|600002
7800026029626|600002
7800026029633|600002
7800026029640|600002
7800026029657|600002
7800026029688|600002
7800026029749|600002
7800026029831|600002
7800026029893|600002
7800026029909|600002
7800026029992|600002
7800026030103|600002
7800026040041|600002
7800026040423|600002
7800026050019|600002
7800026053133|600002
7800026056783|600002
7800026061930|600002
7800026062197|600002
7800026065044|600002
7800026065099|600002
7800026065105|600002
7800026069189|600002
7800026069196|600002
