id	producto_id	tipo_detalle_id	detalle
77700498	7809576411226		
77700499	7809576411196		
77700500	7809576411325		
77700501	7809576411219		
77700502	7809576411189		
77700503	7809576411332		
77700504	7803319005574		
77700505	7795312001830		
77700506	7795312001915		
77700507	7706263001671		
77700508	7800029002015		
77700509	7794640172311		
77700511	7804640561012		
77700510	7804640561029		
77700513	7804614930455		
77700514	7800026024966		
77700515	7800026024942		
77700516	7616016886632		
77700517	7804636590002		
77700518	1613600086948		
77700519	7897930765078		
77700520	7897337710923		
77700521	7897337711180		
77700522	7800054001533		
77700523	814079021886		
77700524	7800007802408		
77700526	7800007802415		
77700528	8903726198605		
77700527	7804650881186		
77700530	8903726198612		
77700529	7804650881193		
77700531	8902281611239		
77700532	7804653720390		
77700533	7804653720406		
77700534	8437020503440		
77700536	7804656600507		
77700537	7804656600521		
77700539	7804656600491		
77700541	7800026015162		
77700544	7800004227426		
77700543	1511972387976		
77700546	7800004506149		
77700549	7800004000258		
77700548	1501183964136		
77700550	7800004004058		
77700553	7800004509225		
77700551	1596050536779		
77700552	1501184082850		
77700554	7800004003983		
77700555	7800020173981		
77700556	7803504005808		
77700558	7501277030217		
77700557	1567622817136		
77700559	7800029806200		
77700560	7800059002757		
77700561	7800059002771		
77700562	6923326888012		
77700563	7803319005826		
77700564	7800026015698		
77700565	7800026015025		
77700566	7803319004195		
77700567	7800065000310		
77700568	7800007663894		
77700569	7800007620651		
77700570	7809591402742		
77700571	1638372227063		
77700572	7803501004392		
77700573	7803501003890		
77700574	7800026015483		
77700575	7800018177939		
77700576	7800007805393		
77700577	7800007805386		
77700578	7800007687050		
77700579	7800007805409		
77700581	22130088		
77700580	7800063345031		
77700582	5703562001007		
77700583	7793640216537		
77700584	7793640216520		
77700585	1594141318209		
77700589	7793640992554		
77700586	7793640211259		
77700587	7793640211242		
77700588	7805750000675		
77700590	7793640002543		
77700591	7793640992561		
77700592	9202819851175		
77700593	7800007697523		
77700594	7800007791115		
77700595	7800007802934		
77700596	7800007791467		
77700597	7896206405380		
77700599	7800026024416		
77700600	7800026024461		
77700601	7800026024423		
77700602	7800050002527		
77700604	7800063110288		
77700610	7800007388735		
77700609	7800018600468		
77700608	7804620833948		
77700606	7805335814604		
77700611	7800059112159		
77700612	1596050641394		
77700613	7800018160399		
77700621	7800007801548		
77700620	7804620835300		
77700614	7800063111599		
77700615	7804620832446		
77700616	1634996858599		
77700617	7804650881490		
77700619	8904159674995		
77700627	8904159675589		
77700626	7804650881506		
77700625	7800007801555		
77700624	7800063111605		
77700622	7804620831760		
77700632	8904159675596		
77700631	7804620835386		
77700628	7800007806765		
77700629	7804650881513		
77700630	8903726269503		
77700633	7804650881520		
77700634	7800060700178		
77700636	7800060003057		
77700637	4048846006455		
77700638	7800058553144		
77700641	4048846003836		
77700640	7809599500365		
77700642	7800029807139		
77700643	7800029009472		
77700644	7803319005772		
77700645	7803319006748		
77700646	7803319005741		
77700647	7800026025543		
77700648	7800026006825		
77700649	7800026006832		
77700650	7804657990003		
77700651	803878031394		
77700652	7800007394620		
77700653	7800007394705		
77700654	7800007628633		
77700655	7800007552044		
77700656	7800007752994		
77700657	7800007690005		
77700659	7800029000301		
77700660	1604691339550		
77700661	7805750001641		
77700662	3282779405447		
77700663	7800020072819		
77700664	7800020075216		
77700668	3282779310741		
77700665	3282779043120		
77700669	3282779027540		
77700666	3282770202854		
77700667	7800020084713		
77700671	3282770200553		
77700672	3282779051361		
77700684	3282770074727		
77700682	7800020073410		
77700683	7800020076718		
77700670	3282779363211		
77700686	3282770209938		
77700685	3282779051347		
77700673	7800020073212		
77700680	3282770049336		
77700675	3282770049381		
77700676	3282770049312		
77700674	3282770049350		
77700677	3282779348850		
77700687	3282770201949		
77700688	3282770072655		
77700689	3282770112634		
77700690	3282770104592		
77700691	3282770075687		
77700692	3282770104622		
77700693	3282779241519		
77700695	3282770075724		
77700696	3282770098099		
77700694	3282770100518		
77700678	3282779254854		
77700681	3282779281102		
77700679	3282779405553		
77700697	7804918500910		
77700698	7800063330358		
77700699	7800020167218		
77700700	614143780875		
77700701	7896548199404		
77700705	7804650881001		
77700703	1606331742005		
77700704	7800086715101		
77700707	7809604500748		
77700708	7804614931018		
77700709	7800007368973		
77700710	7800007391872		
77700711	7800007685001		
77700712	7800007774101		
77700721	7800007803733		
77700717	7804640561388		
77700714	7810007803733		
77700715	7800038040169		
77700720	7804640561364		
77700718	7800038040176		
77700719	1603998588203		
77700724	7800007554338		
77700722	7800063001302		
77700723	7804650880929		
77700728	7800007661258		
77700727	7804650880936		
77700726	7800063001647		
77700725	1601760037839		
77700729	7896548138489		
77701861	7800044000096		
77700731	7800044000188		
77700730	1598735121509		
77700732	7800026005040		
77700733	7800026547816		
77700734	30768000257		
77700736	729208231893		
77700737	9001001000472		
77700738	7804616660961		
77700739	8780201198622		
77700740	7809576419093		
77700741	7809576418003		
77700745	7804945072107		
77700744	7804945071322		
77700743	7804945007321		
77700746	7803504000056		
77700747	7804640560541		
77700750	7800063160085		
77700751	7800007679703		
77700752	7896112103790		
77700753	7800026015506		
77700754	7800026015650		
77700755	7800026015551		
77700756	7800028001606		
77700757	7800028001590		
77700758	1596120465063		
77700759	7800028001613		
77700761	7800028001873		
77700763	7800028001880		
77700764	8470001701886		
77700765	8470001686343		
77700766	7800038041111		
77700767	7800063330242		
77700770	7703333007274		
77700771	7800026015469		
77700772	7800063330167		
77700774	7891106000154		
77700775	9906060191973		
77700776	7809591400472		
77700777	7809591403008		
77700778	7800068014116		
77700779	7800068010552		
77700780	7800068014147		
77700781	7804625400121		
77700782	7800068017483		
77700783	7800068017506		
77700784	7800068017490		
77700785	7801825102053		
77700786	4056500111759		
77700787	7800055188776		
77700788	7800055907810		
77700789	7800026020111		
77700791	7804620831807		
77700793	7804620830343		
77700795	7809576418485		
77700794	7809576410687		
77700796	7804918450208		
77700797	7804918500637		
77700799	7804918403419		
77700800	7804918452073		
77700801	7804918403440		
77700802	7804918452066		
77700803	3499320007627		
77700804	3499320000765		
77700805	3499320009843		
77700806	7800060003095		
77700807	7805750110435		
77700808	7805750004291		
77700809	7800060011816		
77700810	7793640602514		
77700811	7793640679844		
77700813	7809599500358		
77700814	7896026304993		
77700815	7801291020196		
77700821	7800068010644		
77700818	9999036003554		
77700820	7800068010606		
77700816	7800068010668		
77700822	7800068010620		
77700823	5204033049257		
77700824	6921199300280		
77700825	8859263401152		
77700826	8888890331914		
77700827	8906031058862		
77700828	7800058550020		
77700829	7803319004515		
77700830	7804616660534		
77700831	9780201320169		
77700832	7699859480007		
77700833	2087667543000		
77700834	7795373000322		
77700835	7501098606943		
77700836	7501098607599		
77700837	7501098607575		
77700839	7501098606929		
77700846	7804640560404		
77700840	7800078010139		
77700842	7804620834563		
77700843	7804650885245		
77700844	7800007143112		
77700845	7800007155986		
77700848	7800007143389		
77700849	7800061001212		
77700850	7800062003963		
77700851	7800026061930		
77700852	7800026024539		
77700853	7800026013021		
77700854	7501033958441		
77700855	7501033958434		
77700856	620583941043		
77700858	7891317131821		
77700861	7891317006396		
77700860	7800046003699		
77700862	7891317006419		
77700863	1597772054127		
77700864	1535730871563		
77700866	7800008000049		
77700867	7800008000032		
77700868	7896548134689		
77700870	7804918410592		
77700872	7804918441244		
77700871	1621361954668		
77700874	7804918410608		
77700873	1569873960765		
77700880	7803501004262		
77700877	7509552840445		
77700878	7509552840452		
77700875	7509552840421		
77700876	7509552840438		
77700881	7509552913118		
77700882	7804960061964		
77700879	7804960091039		
77700883	8903726198179		
77700889	9005454877742		
77700886	7800044001598		
77700885	9980808887113		
77700887	2000000678825		
77700884	9980324887116		
77700888	7806130010468		
77700890	9201858858114		
77700891	9201858858121		
77700892	9201858858169		
77700894	7800050001032		
77700895	7805750003645		
77700896	8436024613414		
77700897	8436024610116		
77700898	8436024613407		
77700900	8680199004861		
77700902	7800007802972		
77700903	7803504002043		
77700906	650240030659		
77700904	7804651930494		
77700905	7804651930401		
77700907	7800060700574		
77700908	7800060700659		
77700909	7800006005220		
77700910	7804918451564		
77700911	2064007093487		
77700915	7800004001781		
77700913	7800004001798		
77700920	7330934081008		
77700921	7350012551292		
77700923	7800026006818		
77700917	7800026006962		
77700918	1632408195590		
77700925	7804918441404		
77700926	7804918402580		
77700927	7800038041388		
77700929	7800008040014		
77700930	7800008040052		
77700931	7800008110182		
77700932	7804663280389		
77700935	4027269970000		
77700934	7800017097443		
77700936	4027269687540		
77700938	7800017099430		
77700939	4054839084621		
77700943	3660395000329		
77700944	3401599184787		
77700945	7800017002317		
77700946	7804611190111		
77700940	4027269969899		
77700941	7500435192859		
77700948	7800026016336		
77700949	7800026016329		
77700951	7809591402490		
77700952	6727777110803		
77700954	737186550882		
77700955	9300000000712		
77700957	614143677083		
77700959	7803319004256		
77700960	7809576418430		
77700953	1661283862894		
77700961	7800026005767		
77700962	7809576411691		
77700963	7809576410632		
77700964	7804650884514		
77700965	3664798040579		
77700967	7896026305167		
77700971	7800058535379		
77700970	3664798040623		
77700969	7896026304740		
77700972	7800046002418		
77700973	7800046002425		
77700975	7800046002432		
77700976	7800046002449		
77700977	1594396684869		
77700978	7800046002456		
77700979	1594396735605		
77700981	7804650884767		
77700982	7800007805515		
77700980	7804650884774		
77700983	7800007805522		
77700984	7804650884668		
77700986	7800070000046		
77700987	7800001004785		
77700988	1602095722220		
77700989	7809591402063		
77700990	7800008000445		
77700991	7800008000469		
77700993	7800008020023		
77700995	7800060411814		
77700996	7800060412118		
77700997	1602105718821		
77700998	7800060412033		
77700999	1604511639142		
77701001	7800060411920		
77701002	7800060412460		
77701003	7800060412385		
77701004	9966570191979		
77701005	7891106004480		
77701008	7800068010576		
77701007	1552322099862		
77701009	2504001033015		
77701010	7800059148103		
77701012	7800028841486		
77701014	7800030075923		
77701016	7800030075930		
77701017	7800030075916		
77701018	7800030005463		
77701019	7800030005456		
77701020	7896206405298		
77701021	7800060040816		
77701022	8680199002027		
77701023	7795368001945		
77701024	7795368000559		
77701025	7800016000277		
77701026	7798092890335		
77701028	7795368001815		
77701029	7800063310183		
77701030	7800068010804		
77701031	1601579896322		
77701032	7800007766007		
77701034	7800063001524		
77701035	7804620833597		
77701036	7809605500150		
77701037	7798021292070		
77701038	1596060089752		
77701039	7809591402544		
77701040	7809591400731		
77701041	7809591401233		
77701043	7800060124240		
77701044	7809591401271		
77701045	7809591400441		
77701046	7809591401288		
77701047	7800068010460		
77701048	7800026020104		
77701049	7800026003275		
77701052	7800068010057		
77701053	7800068010040		
77701054	7800026502242		
77701055	7800060144354		
77701056	1596150634275		
77701057	7800060144439		
77701059	7800038041364		
77701061	7800038041371		
77701060	1625778761082		
77701062	7800063330648		
77701063	7804902039617		
77701066	7800046004887		
77701065	7800046001299		
77701068	7800026006511		
77701067	7800026020173		
77701070	7803501050337		
77701071	7803501003623		
77701069	7803501004323		
77701073	7800063310862		
77701074	7800007736369		
77701076	8901117238329		
77701078	7804629440086		
77701080	7800038041425		
77701081	7800038000095		
77701083	7800007701817		
77701084	7800007749772		
77701087	7800007804402		
77701085	1639678262620		
77701086	1564527686050		
77701090	7800058535591		
77701089	1541695585973		
77701092	7800058535652		
77701093	7800058000242		
77701094	7795304018136		
77701095	1613073130274		
77701096	7800058526094		
77701097	7795304024243		
77701100	7800058608813		
77701099	1586891199765		
77701101	7795373022126		
77701102	7800063310121		
77701103	7795373000940		
77701104	7891317006433		
77701105	7800046003897		
77701106	7800060114364		
77701108	7800060115842		
77701109	7750215198957		
77701110	7730979091947		
77701111	8008202298524		
77701112	7790201320191		
77701113	9329829002219		
77701114	7804611572320		
77701116	7793640211464		
77701117	7805750000064		
77701118	9003604005519		
77701119	7803319004522		
77701120	1544729782376		
77701121	7800007776822		
77701122	7800007554925		
77701123	7800007642035		
77701124	1541687370689		
77701125	7800007423153		
77701126	7800007674906		
77701127	7800006000010		
77701128	7804639010064		
77701129	7804639010071		
77701133	7804616661111		
77701134	2500001010735		
77701135	9007008467331		
77701137	729208136327		
77701130	7803501001254		
77701132	7804665000053		
77701131	8801281020198		
77701138	1588020985238		
77701139	7800068010811		
77701140	4031571062322		
77701141	8765955015258		
77701142	4022679124739		
77701143	30768000233		
77701144	7803319005581		
77701145	7800050000493		
77701146	7800060116498		
77701147	7800060011397		
77701148	2010381103816		
77701150	7800023226608		
77701151	7804614931414		
77701152	7800026012086		
77701154	7805330202239		
77701155	7800059002788		
77701156	7804995130413		
77701160	310742006247		
77701159	1545322730306		
77701162	310742038385		
77701161	1548174481528		
77701157	310742006230		
77701163	7800023226493		
77701165	310742006261		
77701167	7800007187833		
77701169	7800007188212		
77701170	7800006006678		
77701172	7891106000185		
77701173	7805750003867		
77701174	7800026065105		
77701175	7800026065099		
77701176	7501287600066		
77701177	7501287600097		
77701180	7800063116631		
77701178	7804620831890		
77701179	7800041040842		
77701185	7800063116228		
77701184	7800034509301		
77701183	7800007788085		
77701181	1609263344926		
77701186	7191220192521		
77701187	7800044000409		
77701189	7800044000126		
77701190	614143677144		
77701192	7800097000401		
77701193	7800097980451		
77701194	7800059002542		
77701196	7809604501028		
77701197	7809604500700		
77701198	7809591400496		
77701200	7793640234340		
77701202	7793640234357		
77701203	7793640216377		
77701204	7793640000174		
77701205	7800038041463		
77701206	1631307925896		
77701207	1598208114941		
77701209	7800038041456		
77701210	7800026002742		
77701211	7800026007747		
77701212	7800026002759		
77701213	7800026007754		
77701216	7800026085127		
77701217	7800026007761		
77701214	7800026002780		
77701215	7800026007778		
77701218	7804657780024		
77701219	7804657780000		
77701220	658325195279		
77701221	7800001900063		
77701222	7800001005041		
77701223	5415062355572		
77701224	7800001950198		
77701225	1612897374129		
77701226	1210001157460		
77701227	7804918402672		
77701228	7804918403013		
77701230	7804918402399		
77701231	7804918403037		
77701232	7800004000111		
77701233	7800004000128		
77701235	7800004508396		
77701237	7800004241453		
77701239	7800004507412		
77701241	7804640560664		
77701240	7804664340549		
77701242	7804611060582		
77701244	7804640561548		
77701243	7803501003708		
77701245	7800007807106		
77701249	7800007804198		
77701247	7804636190103		
77701248	7801000000594		
77701253	7800007788320		
77701252	7800038041616		
77701250	1607969543856		
77701257	7801000000587		
77701256	7804633500479		
77701255	7800007804327		
77701258	7800008001008		
77701259	7800008000902		
77701261	7804640561319		
77701262	2010341003651		
77701263	7201853315331		
77701264	7795306151008		
77701266	7501037910025		
77701267	7800059002825		
77701268	1641229987324		
77701269	1576191176258		
77701270	7800017052411		
77701271	7800017052428		
77701272	7800017053418		
77701273	7800017063424		
77701274	7800018129235		
77701275	7800063130156		
77701280	7800018129228		
77701279	7800063120874		
77701277	7800086705805		
77701281	7800038041210		
77701284	7800038041227		
77701282	1655493838779		
77701283	1554837011482		
77701285	5290931011557		
77701286	7800028001996		
77701287	7800060118355		
77701288	7800060118270		
77701290	7800060125131		
77701292	7800063120102		
77701293	7804650882244		
77701294	1604675768409		
77701295	7800001900346		
77701297	7800001900384		
77701304	8901530003856		
77701303	7800008780743		
77701302	8901463125861		
77701298	7804650881100		
77701300	7800007806185		
77701301	7804673040126		
77701312	8901530003863		
77701311	7800008780767		
77701305	7804650881117		
77701307	7801000001171		
77701309	8901463126042		
77701310	1653683188175		
77701314	7800008102989		
77701315	7800008102996		
77701316	8903726259078		
77701317	7800031001457		
77701318	7800060119406		
77701319	7800060129559		
77701320	7800060120419		
77701321	7803319004393		
77701322	7800033001417		
77701323	7804900000459		
77701324	7800033001424		
77701325	7804900000503		
77701326	7800033001295		
77701330	78000331035		
77701327	7804900000497		
77701328	7800033001301		
77701329	7800029003043		
77701331	7804900000466		
77701332	7800033001431		
77701333	7804900000480		
77701334	7800033001288		
77701335	7804900000473		
77701336	7800033001318		
77701337	7804900000435		
77701338	7800029002718		
77701339	7804900000442		
77701340	7800033001127		
77701341	7804900000411		
77701342	7800029002572		
77701343	7804900000428		
77701344	7800029002695		
77701345	7800042803750		
77701347	7804656600415		
77701349	7804656600095		
77701350	7803319004379		
77701351	7803319004355		
77701352	7803319004362		
77701354	7800026758649		
77701356	7804640561906		
77701355	7804673040362		
77701357	7800007803320		
77701358	7804640561418		
77701360	8470006826171		
77701361	8470008661039		
77701362	7800059002832		
77701363	7730698015958		
77701364	7800086801309		
77701366	7730698003504		
77701368	7730969301162		
77705106	7800004500314		
77701369	7790201320207		
77701370	4710693223100		
77701371	7795990001313		
77701372	7795990001320		
77701374	7795990001337		
77701375	7800067000318		
77701376	7800026016213		
77701378	7800026008812		
77701380	7800026123584		
77701382	7800026029633		
77701383	7800026211021		
77701388	7800007746320		
77701387	7800063115405		
77701386	7804620830299		
77701389	7804614931834		
77701391	7800026123515		
77701392	7804900632506		
77701393	7800026029657		
77701394	7800026211014		
77701396	7800026123577		
77701398	7800026029640		
77701399	7800019010198		
77701401	7800019012017		
77701403	7800019000458		
77701404	7800019012048		
77701405	7898552460105		
77701408	7804667110316		
77701407	7800030078740		
77701410	7804667110309		
77701409	7800030078726		
77701414	7804653720055		
77701413	1566339454619		
77701415	8437020503150		
77701416	7800026024560		
77701418	7800018112176		
77701419	7800063120317		
77701420	7800063120324		
77701421	7804602070101		
77701422	7800060037007		
77701423	1621361807739		
77701425	7800060030183		
77701426	7800060118867		
77701427	7800097002412		
77701433	7800063110639		
77701432	7800007790309		
77701431	7804650880288		
77701428	7800046002296		
77701429	7804620833085		
77701436	7800060110106		
77701438	7800060001848		
77701435	7800060111776		
77701439	7800060007130		
77701440	7800060018174		
77701441	7803501004446		
77701442	7803501003715		
77701443	7803501004422		
77701444	7800042000166		
77701445	7730969303715		
77701446	7803510773319		
77701447	7803510000590		
77701449	7803510001931		
77701450	7803510002396		
77701451	7803510002648		
77701452	7803510002655		
77701453	7803510002266		
77701455	7803510002129		
77701457	7803510002259		
77701458	7803510000651		
77701461	7803510441010		
77701462	1551294372755		
77701460	7803510773234		
77701463	7803510300201		
77701464	1537811234417		
77701470	7800063000404		
77701469	7800007806901		
77701465	7800097001415		
77701468	1603292504544		
77701471	7804653720529		
77701472	7804636590200		
77701474	7805750002860		
77701475	659525184278		
77701476	737186233587		
77701477	658325195385		
